SRR6049462.macro.NODE_17827_length_1544_cov_7.641740	SRR6049462	1544	7.64	viral/novel	QGW52049.1	50.5	2.3e-23	gbprot|QGW52049	50.5	8.1e-30	u239533	58.4	Kitrinoviricota	Alsuviricetes	Martellivirales	Endornaviridae	.	.
SRR11268368.micro.NODE_3_length_1480_cov_5.634521	SRR11268368	1480	5.63	viral/known	YP_009225663.1	97.0	1.1e-58	gbprot|ALX17418	97.0	9.5e-70	u22176	97.0	Kitrinoviricota	Alsuviricetes	Martellivirales	Endornaviridae	Alphaendornavirus	.
SRR10968243.micro.NODE_23_length_1407_cov_21.291277	SRR10968243	1407	21.3	viral/novel	AZT88615.1	76.5	2.2e-42	gbprot|AZT88615	76.5	2.7e-51	u252828	100.0	Kitrinoviricota	Alsuviricetes	Martellivirales	Endornaviridae	.	.
SRR11384679.micro.NODE_1_length_578_cov_2.463138	SRR11384679	578	2.46	viral/novel	ADN43901.1	60.2	8.1e-33	gbprot|ADN43901	60.2	1.8e-40	u134029	99.0	Kitrinoviricota	Alsuviricetes	Martellivirales	Endornaviridae	.	.
ERR2809119.macro.NODE_276_length_4794_cov_9.636306	ERR2809119	4794	9.64	viral/novel	BCL84886.1	55.1	1.2e-25	gbprot|BCL84886	55.1	2.1e-32	u286058	62.4	Kitrinoviricota	Alsuviricetes	Martellivirales	Endornaviridae	.	.
DRR204810.micro.NODE_1_length_1589_cov_601.456464	DRR204810	1589	601.5	viral/known	YP_438200.1	100.0	9.7e-63	gbprot|BAA06862	100.0	2.5e-74	u28681	97.0	Kitrinoviricota	Alsuviricetes	Martellivirales	Endornaviridae	.	.
SRR3624171.macro.NODE_21504_length_960_cov_3.607341	SRR3624171	960	3.61	viral/novel	YP_009337681.1	52.0	3.5e-24	gbnt|AB844264	51.0	1.2e-31	u228180	100.0	Kitrinoviricota	Alsuviricetes	Martellivirales	Endornaviridae	.	.
SRR12415089.micro.NODE_1_length_1037_cov_3.793568	SRR12415089	1037	3.79	viral/known	YP_438200.1	100.0	9.7e-63	gbprot|BAA06862	100.0	2.5e-74	u28681	97.0	Kitrinoviricota	Alsuviricetes	Martellivirales	Endornaviridae	.	.
SRR4021776.macro.NODE_4421_length_1017_cov_7.292373	SRR4021776	1017	7.29	viral/novel	ANR02699.1	70.3	6.1e-42	gbprot|ANR02699	70.3	4.3e-48	u221126	98.0	Kitrinoviricota	Alsuviricetes	Martellivirales	Endornaviridae	.	.
SRR7085471.micro.NODE_26_length_507_cov_1.794931	SRR7085471	507	1.795	viral/novel	BAD88612.1	52.0	1.5e-27	gbprot|AID67139	54.1	3.2e-34	u200793	100.0	Kitrinoviricota	Alsuviricetes	Martellivirales	Endornaviridae	.	.
SRR1005371.micro.NODE_1_length_1489_cov_99.838194	SRR1005371	1489	99.8	viral/known	YP_438200.1	100.0	9.7e-63	gbprot|BAA06862	100.0	2.5e-74	u28681	97.0	Kitrinoviricota	Alsuviricetes	Martellivirales	Endornaviridae	.	.
SRR9701521.micro.NODE_1_length_1465_cov_6.736351	SRR9701521	1465	6.74	viral/known	YP_009010973.1	100.0	9.7e-63	gbprot|AQY10114	100.0	2.5e-74	u7333	100.0	Kitrinoviricota	Alsuviricetes	Martellivirales	Endornaviridae	Alphaendornavirus	.
ERR929880.micro.NODE_5_length_1103_cov_6.391841	ERR929880	1103	6.39	viral/novel	YP_009553622.1	74.3	1.4e-46	gbprot|AYA60157	74.3	5.1e-56	u127459	100.0	Kitrinoviricota	Alsuviricetes	Martellivirales	Endornaviridae	.	.
ERR2185364.micro.NODE_1_length_1050_cov_121.750253	ERR2185364	1050	121.8	viral/novel	ADN43901.1	60.2	8.1e-33	gbprot|ADN43901	60.2	1.8e-40	u134029	99.0	Kitrinoviricota	Alsuviricetes	Martellivirales	Endornaviridae	.	.
SRR1005260.micro.NODE_1_length_1557_cov_446.379310	SRR1005260	1557	446.4	viral/known	YP_438200.1	100.0	9.7e-63	gbprot|BAA06862	100.0	2.5e-74	u28681	97.0	Kitrinoviricota	Alsuviricetes	Martellivirales	Endornaviridae	.	.
SRR7153013.micro.NODE_3_length_844_cov_103.840358	SRR7153013	844	103.8	viral/novel	QNN89174.1	68.0	1.6e-37	gbprot|QNN89174	68.0	8.4e-46	u105711	100.0	Kitrinoviricota	Alsuviricetes	Martellivirales	Endornaviridae	.	.
SRR11371050.micro.NODE_1_length_905_cov_5.275701	SRR11371050	905	5.28	viral/novel	ADN43901.1	60.2	8.1e-33	gbprot|ADN43901	60.2	1.8e-40	u134029	99.0	Kitrinoviricota	Alsuviricetes	Martellivirales	Endornaviridae	.	.
SRR1782579.micro.NODE_169_length_424_cov_22.564103	SRR1782579	424	22.6	viral/novel	YP_009553502.1	39.6	3.3e-16	gbprot|AWK67841	39.6	9.1e-22	u131743	100.0	Kitrinoviricota	Alsuviricetes	Martellivirales	Endornaviridae	.	.
ERR2185326.micro.NODE_1_length_1038_cov_11.104401	ERR2185326	1038	11.1	viral/novel	ADN43901.1	60.2	8.1e-33	gbprot|ADN43901	60.2	1.8e-40	u134029	99.0	Kitrinoviricota	Alsuviricetes	Martellivirales	Endornaviridae	.	.
SRR5830081.micro.NODE_315_length_645_cov_1.781469	SRR5830081	645	1.781	viral/novel	YP_009552081.1	69.0	2.3e-40	nr|YP_009552081.1	69.0	5.3e-49	u194114	100.0	Kitrinoviricota	Alsuviricetes	Martellivirales	Endornaviridae	.	.
SRR11377832.micro.NODE_1_length_632_cov_16.536878	SRR11377832	632	16.5	viral/novel	ADN43901.1	60.2	8.1e-33	gbprot|ADN43901	60.2	1.8e-40	u134029	99.0	Kitrinoviricota	Alsuviricetes	Martellivirales	Endornaviridae	.	.
SRR11366767.micro.NODE_1_length_881_cov_3.687500	SRR11366767	881	3.69	viral/novel	ADN43901.1	60.2	8.1e-33	gbprot|ADN43901	60.2	1.8e-40	u134029	99.0	Kitrinoviricota	Alsuviricetes	Martellivirales	Endornaviridae	.	.
SRR11380248.micro.NODE_1_length_652_cov_5.507463	SRR11380248	652	5.51	viral/novel	ADN43901.1	60.2	8.1e-33	gbprot|ADN43901	60.2	1.8e-40	u134029	99.0	Kitrinoviricota	Alsuviricetes	Martellivirales	Endornaviridae	.	.
SRR8480630.micro.NODE_14_length_1202_cov_15.928255	SRR8480630	1202	15.9	viral/novel	ALM62234.1	62.0	9.0e-34	gbprot|ALM62234	62.0	1.5e-41	u176483	100.0	Kitrinoviricota	Alsuviricetes	Martellivirales	Endornaviridae	.	.
SRR7007216.macro.NODE_925_length_2896_cov_4.926674	SRR7007216	2896	4.93	viral/novel	ANR02699.1	56.1	4.9e-29	gbprot|BBZ90073	57.6	2.7e-35	u200796	93.1	Kitrinoviricota	Alsuviricetes	Martellivirales	Endornaviridae	.	.
ERR2809102.macro.NODE_27_length_11985_cov_95.830423	ERR2809102	11985	95.8	viral/novel	QDH88955.1	60.4	6.7e-34	nr|QDH88955.1	60.4	1.1e-41	u129128	99.0	Kitrinoviricota	Alsuviricetes	Martellivirales	Endornaviridae	.	.
ERR2809126.macro.NODE_32_length_11330_cov_669.251044	ERR2809126	11330	669.3	viral/novel	QDH88955.1	60.4	1.3e-33	nr|QDH88955.1	60.4	2.2e-41	u129128	98.0	Kitrinoviricota	Alsuviricetes	Martellivirales	Endornaviridae	.	.
DRR204821.micro.NODE_1_length_1579_cov_556.707835	DRR204821	1579	556.7	viral/known	YP_438200.1	100.0	9.7e-63	gbprot|BAA06862	100.0	2.5e-74	u28681	97.0	Kitrinoviricota	Alsuviricetes	Martellivirales	Endornaviridae	.	.
SRR1025334.micro.NODE_2_length_1465_cov_126.313986	SRR1025334	1465	126.3	viral/known	ATB20099.1	100.0	4.8e-60	gbprot|ATB20099	100.0	2.8e-71	u29825	98.0	Kitrinoviricota	Alsuviricetes	Martellivirales	Endornaviridae	Alphaendornavirus	Phaseolus vulgaris alphaendornavirus 2
SRR11387130.micro.NODE_1_length_787_cov_4.260163	SRR11387130	787	4.26	viral/novel	ADN43901.1	60.2	8.1e-33	gbprot|ADN43901	60.2	1.8e-40	u134029	99.0	Kitrinoviricota	Alsuviricetes	Martellivirales	Endornaviridae	.	.
ERR2815185.macro.NODE_6625_length_1517_cov_12.883657	ERR2815185	1517	12.9	viral/novel	ALM62234.1	68.0	1.8e-36	gbprot|ALM62234	68.0	1.4e-44	u80612	100.0	Kitrinoviricota	Alsuviricetes	Martellivirales	Endornaviridae	.	.
ERR578151.micro.NODE_1_length_383_cov_3.853293	ERR578151	383	3.85	viral/novel	ADN43901.1	60.2	8.1e-33	gbprot|ADN43901	60.2	1.8e-40	u134029	99.0	Kitrinoviricota	Alsuviricetes	Martellivirales	Endornaviridae	.	.
ERR2540463.micro.NODE_1_length_999_cov_6.011411	ERR2540463	999	6.01	viral/known	YP_438200.1	100.0	9.7e-63	gbprot|BAA06862	100.0	2.5e-74	u28681	97.0	Kitrinoviricota	Alsuviricetes	Martellivirales	Endornaviridae	.	.
SRR12318285.micro.NODE_2_length_1496_cov_16.364722	SRR12318285	1496	16.4	viral/known	ATB20099.1	100.0	4.8e-60	gbprot|ATB20099	100.0	2.8e-71	u29825	98.0	Kitrinoviricota	Alsuviricetes	Martellivirales	Endornaviridae	Alphaendornavirus	Phaseolus vulgaris alphaendornavirus 2
SRR11829332.micro.NODE_436_length_783_cov_4.153521	SRR11829332	783	4.15	viral/novel	BBZ90073.1	58.4	2.5e-31	gbprot|BBZ90073	58.4	8.5e-39	u91252	100.0	Kitrinoviricota	Alsuviricetes	Martellivirales	Endornaviridae	.	.
SRR9320184.micro.NODE_16_length_1298_cov_19.589388	SRR9320184	1298	19.6	viral/novel	QNN89174.1	74.3	7.9e-40	gbprot|QNN89174	74.3	2.1e-48	u88754	100.0	Kitrinoviricota	Alsuviricetes	Martellivirales	Endornaviridae	.	.
SRR8959248.macro.NODE_3501_length_763_cov_3.064103	SRR8959248	763	3.06	viral/novel	YP_007003829.1	59.4	1.3e-33	gbprot|AFV91541	59.4	2.2e-41	u264649	100.0	Kitrinoviricota	Alsuviricetes	Martellivirales	Endornaviridae	.	.
SRR3097681.micro.NODE_3_length_1074_cov_3.465534	SRR3097681	1074	3.47	viral/novel	YP_008719905.1	60.4	1.8e-31	gbprot|AGY34962	60.4	6.0e-39	u63366	100.0	Kitrinoviricota	Alsuviricetes	Martellivirales	Endornaviridae	.	.
SRR11385248.micro.NODE_1_length_914_cov_6.204624	SRR11385248	914	6.20	viral/novel	ADN43901.1	60.2	8.1e-33	gbprot|ADN43901	60.2	1.8e-40	u134029	99.0	Kitrinoviricota	Alsuviricetes	Martellivirales	Endornaviridae	.	.
SRR2931311.micro.NODE_2_length_807_cov_10.984576	SRR2931311	807	11.0	viral/known	YP_438200.1	100.0	9.7e-63	gbprot|BAA06862	100.0	2.5e-74	u28681	97.0	Kitrinoviricota	Alsuviricetes	Martellivirales	Endornaviridae	.	.
DRR067262.macro.NODE_162_length_1653_cov_5.983617	DRR067262	1653	5.98	viral/novel	QDH88955.1	56.7	1.5e-27	nr|QDH88955.1	56.7	1.6e-34	u128530	100.0	Kitrinoviricota	Alsuviricetes	Martellivirales	Endornaviridae	.	.
SRR11829105.macro.NODE_145043_length_457_cov_1.213542	SRR11829105	457	1.214	viral/novel	YP_007003829.1	64.0	2.7e-39	gbprot|AFV91541	64.0	8.7e-48	u228503	100.0	Kitrinoviricota	Alsuviricetes	Martellivirales	Endornaviridae	.	.
SRR9071699.micro.NODE_2_length_1542_cov_1113.023145	SRR9071699	1542	1113.0	viral/known	BAD88612.1	99.0	5.1e-69	gbprot|ARI71634	100.0	3.6e-74	u8332	100.0	Kitrinoviricota	Alsuviricetes	Martellivirales	Endornaviridae	Alphaendornavirus	Cucumis melo alphaendornavirus
ERR2809083.macro.NODE_32_length_11036_cov_23.796406	ERR2809083	11036	23.8	viral/novel	ALM62234.1	52.0	1.8e-26	gbprot|ALM62234	52.0	2.6e-33	u267499	58.4	Kitrinoviricota	Alsuviricetes	Martellivirales	Endornaviridae	.	.
SRR2541180.micro.NODE_1_length_812_cov_11.384419	SRR2541180	812	11.4	viral/known	YP_438200.1	100.0	9.7e-63	gbprot|BAA06862	100.0	2.5e-74	u28681	97.0	Kitrinoviricota	Alsuviricetes	Martellivirales	Endornaviridae	.	.
ERR2815274.micro.NODE_81_length_606_cov_5.065666	ERR2815274	606	5.07	viral/novel	ALM62234.1	68.0	1.8e-36	gbprot|ALM62234	68.0	1.4e-44	u80612	100.0	Kitrinoviricota	Alsuviricetes	Martellivirales	Endornaviridae	.	.
SRR5199350.micro.NODE_1_length_1582_cov_134.111332	SRR5199350	1582	134.1	viral/known	YP_009010973.1	100.0	9.7e-63	gbprot|AQY10114	100.0	2.5e-74	u7333	100.0	Kitrinoviricota	Alsuviricetes	Martellivirales	Endornaviridae	Alphaendornavirus	.
SRR5199353.micro.NODE_1_length_1573_cov_18.444667	SRR5199353	1573	18.4	viral/known	YP_009010973.1	100.0	9.7e-63	gbprot|AQY10114	100.0	2.5e-74	u7333	100.0	Kitrinoviricota	Alsuviricetes	Martellivirales	Endornaviridae	Alphaendornavirus	.
SRR13450951.micro.NODE_20_length_755_cov_30.904692	SRR13450951	755	30.9	viral/novel	QDW65432.1	47.5	1.2e-20	gbprot|QDW65432	47.5	8.9e-27	u257726	99.0	Kitrinoviricota	Alsuviricetes	Martellivirales	Endornaviridae	.	.
SRR1005258.micro.NODE_1_length_1489_cov_295.243750	SRR1005258	1489	295.2	viral/known	YP_438200.1	100.0	9.7e-63	gbprot|BAA06862	100.0	2.5e-74	u28681	97.0	Kitrinoviricota	Alsuviricetes	Martellivirales	Endornaviridae	.	.
SRR5949525.micro.NODE_3_length_864_cov_5.192166	SRR5949525	864	5.19	viral/known	BAM68540.1	100.0	2.6e-60	gbprot|BAM68540	100.0	1.4e-71	u29825	99.0	Kitrinoviricota	Alsuviricetes	Martellivirales	Endornaviridae	Alphaendornavirus	Phaseolus vulgaris alphaendornavirus 2
SRR2541383.micro.NODE_1_length_1237_cov_19.014073	SRR2541383	1237	19.0	viral/known	YP_438200.1	100.0	9.7e-63	gbprot|BAA06862	100.0	2.5e-74	u28681	97.0	Kitrinoviricota	Alsuviricetes	Martellivirales	Endornaviridae	.	.
SRR7976533.micro.NODE_216_length_603_cov_2.354717	SRR7976533	603	2.35	viral/novel	ALM62234.1	58.2	1.2e-28	gbprot|ALM62234	58.2	9.5e-36	u99978	100.0	Kitrinoviricota	Alsuviricetes	Martellivirales	Endornaviridae	.	.
SRR4342053.micro.NODE_7_length_574_cov_1.908184	SRR4342053	574	1.908	viral/novel	AHL25280.1	52.4	1.1e-20	gbnt|MN832720	46.0	1.5e-25	u236579	100.0	Kitrinoviricota	Alsuviricetes	Martellivirales	Endornaviridae	.	.
SRR2914512.micro.NODE_5_length_1555_cov_2530.655378	SRR2914512	1555	2530.7	viral/known	QIP68005.1	99.0	3.5e-60	gbnt|MN565677	99.0	2.0e-71	u27375	99.0	Kitrinoviricota	Alsuviricetes	Martellivirales	Endornaviridae	.	.
SRR7142026.micro.NODE_190_length_994_cov_2.492942	SRR7142026	994	2.49	viral/novel	QDW65433.1	66.3	2.0e-39	gbprot|QDW65433	66.3	6.1e-48	u123371	100.0	Kitrinoviricota	Alsuviricetes	Martellivirales	Endornaviridae	.	.
DRR037362.micro.NODE_43_length_1060_cov_1.778135	DRR037362	1060	1.778	viral/known	YP_009552081.1	98.0	6.5e-60	nr|YP_009552081.1	98.0	4.0e-71	u44117	98.0	Kitrinoviricota	Alsuviricetes	Martellivirales	Endornaviridae	.	.
SRR1005370.micro.NODE_1_length_1488_cov_92.959694	SRR1005370	1488	93.0	viral/known	YP_438200.1	100.0	9.7e-63	gbprot|BAA06862	100.0	2.5e-74	u28681	97.0	Kitrinoviricota	Alsuviricetes	Martellivirales	Endornaviridae	.	.
SRR3097676.micro.NODE_6_length_564_cov_2.164969	SRR3097676	564	2.16	viral/novel	YP_008719905.1	60.4	1.8e-31	gbprot|AGY34962	60.4	6.0e-39	u63366	100.0	Kitrinoviricota	Alsuviricetes	Martellivirales	Endornaviridae	.	.
SRR11829144.macro.NODE_124981_length_335_cov_1.656489	SRR11829144	335	1.656	viral/novel	YP_009336626.1	62.2	3.2e-33	gbprot|APG77709	62.2	6.3e-41	u265247	100.0	Kitrinoviricota	Alsuviricetes	Martellivirales	Endornaviridae	.	.
ERR2809045.micro.NODE_8_length_1443_cov_188.245255	ERR2809045	1443	188.2	viral/novel	QDH88955.1	60.4	1.3e-33	nr|QDH88955.1	60.4	2.2e-41	u129128	98.0	Kitrinoviricota	Alsuviricetes	Martellivirales	Endornaviridae	.	.
DRR067257.micro.NODE_93_length_734_cov_3.448105	DRR067257	734	3.45	viral/novel	YP_438200.1	56.1	3.1e-25	gbprot|BAA06862	56.1	6.3e-32	u82752	100.0	Kitrinoviricota	Alsuviricetes	Martellivirales	Endornaviridae	.	.
SRR5237248.micro.NODE_12_length_1227_cov_106.356537	SRR5237248	1227	106.4	viral/novel	QBB21108.1	76.5	2.8e-46	gbprot|QBB21108	76.5	1.1e-55	u194904	100.0	Kitrinoviricota	Alsuviricetes	Martellivirales	Endornaviridae	.	.
SRR7265389.micro.NODE_1_length_1479_cov_267.696927	SRR7265389	1479	267.7	viral/known	YP_438200.1	100.0	9.7e-63	gbprot|BAA06862	100.0	2.5e-74	u28681	97.0	Kitrinoviricota	Alsuviricetes	Martellivirales	Endornaviridae	.	.
SRR2131360.micro.NODE_1_length_1588_cov_206.899935	SRR2131360	1588	206.9	viral/known	YP_438200.1	100.0	9.7e-63	gbprot|BAA06862	100.0	2.5e-74	u28681	97.0	Kitrinoviricota	Alsuviricetes	Martellivirales	Endornaviridae	.	.
SRR11829331.micro.NODE_514_length_501_cov_1.362150	SRR11829331	501	1.362	viral/novel	AYA43787.1	57.0	9.3e-30	gbprot|AID67139	55.7	3.3e-36	u143599	100.0	Kitrinoviricota	Alsuviricetes	Martellivirales	Endornaviridae	.	.
SRR8435586.micro.NODE_6_length_1019_cov_7.455603	SRR8435586	1019	7.46	viral/novel	YP_008719905.1	57.0	6.0e-33	gbprot|AGY34962	57.0	1.3e-40	u54778	100.0	Kitrinoviricota	Alsuviricetes	Martellivirales	Endornaviridae	.	.
SRR7812394.micro.NODE_17_length_1466_cov_2.860014	SRR7812394	1466	2.86	viral/novel	YP_009552081.1	79.2	9.5e-51	nr|YP_009552081.1	79.2	9.5e-61	u219580	91.1	Kitrinoviricota	Alsuviricetes	Martellivirales	Endornaviridae	.	.
SRR1162298.micro.NODE_1_length_1322_cov_9.611940	SRR1162298	1322	9.61	viral/novel	QPF20438.1	79.0	2.8e-44	gbprot|QPF20438	79.0	2.0e-53	u59649	100.0	Kitrinoviricota	Alsuviricetes	Martellivirales	Endornaviridae	.	.
SRR11383059.micro.NODE_1_length_585_cov_12.149254	SRR11383059	585	12.1	viral/novel	ADN43901.1	60.2	8.1e-33	gbprot|ADN43901	60.2	1.8e-40	u134029	99.0	Kitrinoviricota	Alsuviricetes	Martellivirales	Endornaviridae	.	.
SRR9030887.macro.NODE_90_length_4187_cov_3.459407	SRR9030887	4187	3.46	viral/novel	AMM45288.1	74.0	1.8e-38	gbprot|AMM45288	74.0	7.2e-47	u85035	100.0	Kitrinoviricota	Alsuviricetes	Martellivirales	Endornaviridae	.	.
SRR5434206.micro.NODE_1_length_1381_cov_104.285933	SRR5434206	1381	104.3	viral/novel	YP_009553502.1	73.3	3.5e-41	gbprot|AWK67841	73.3	6.4e-50	u54648	100.0	Kitrinoviricota	Alsuviricetes	Martellivirales	Endornaviridae	.	.
SRR11829101.micro.NODE_749_length_689_cov_2.191558	SRR11829101	689	2.19	viral/novel	BAD88612.1	56.1	2.6e-28	gbprot|QPO25405	55.1	2.2e-34	u212124	100.0	Kitrinoviricota	Alsuviricetes	Martellivirales	Endornaviridae	.	.
SRR11829001.macro.NODE_561_length_3059_cov_10.098459	SRR11829001	3059	10.1	viral/novel	QPO25405.1	57.1	2.2e-30	gbprot|QPO25405	57.1	9.9e-38	u200165	99.0	Kitrinoviricota	Alsuviricetes	Martellivirales	Endornaviridae	.	.
SRR12063535.macro.NODE_612_length_2200_cov_7.528284	SRR12063535	2200	7.53	viral/novel	QGW52049.1	50.0	4.8e-24	gbprot|QGW52049	50.0	1.4e-30	u175406	52.5	Kitrinoviricota	Alsuviricetes	Martellivirales	Endornaviridae	.	.
SRR7153013.macro.NODE_14_length_2135_cov_70.905979	SRR7153013	2135	70.9	viral/novel	QNN89174.1	68.0	1.6e-37	gbprot|QNN89174	68.0	8.4e-46	u105711	100.0	Kitrinoviricota	Alsuviricetes	Martellivirales	Endornaviridae	.	.
ERR2809083.micro.NODE_63_length_782_cov_4.275035	ERR2809083	782	4.28	viral/novel	QDH88955.1	61.4	3.6e-34	nr|QDH88955.1	61.4	5.4e-42	u129128	100.0	Kitrinoviricota	Alsuviricetes	Martellivirales	Endornaviridae	.	.
SRR5266508.macro.NODE_56658_length_655_cov_2.345361	SRR5266508	655	2.35	viral/novel	APG77570.1	46.9	2.5e-19	gbprot|APG77570	46.9	2.9e-25	u282903	99.0	Kitrinoviricota	Alsuviricetes	Martellivirales	Endornaviridae	.	.
SRR8327234.micro.NODE_3_length_1480_cov_5.892981	SRR8327234	1480	5.89	viral/known	BAD88612.1	98.0	8.4e-68	gbprot|ALV83885	100.0	8.7e-75	u8332	99.0	Kitrinoviricota	Alsuviricetes	Martellivirales	Endornaviridae	Alphaendornavirus	Cucumis melo alphaendornavirus
SRR2541272.micro.NODE_2_length_817_cov_12.186548	SRR2541272	817	12.2	viral/known	YP_438200.1	99.0	1.3e-62	gbprot|BAA06862	99.0	3.6e-74	u28681	96.0	Kitrinoviricota	Alsuviricetes	Martellivirales	Endornaviridae	.	.
SRR9129965.micro.NODE_1_length_1044_cov_3.025747	SRR9129965	1044	3.03	viral/known	YP_438200.1	100.0	9.7e-63	gbprot|BAA06862	100.0	2.5e-74	u28681	97.0	Kitrinoviricota	Alsuviricetes	Martellivirales	Endornaviridae	.	.
DRR204815.micro.NODE_1_length_1577_cov_1622.246676	DRR204815	1577	1622.2	viral/known	YP_438200.1	100.0	9.7e-63	gbprot|BAA06862	100.0	2.5e-74	u28681	97.0	Kitrinoviricota	Alsuviricetes	Martellivirales	Endornaviridae	.	.
SRR11829260.macro.NODE_15321_length_985_cov_9.713816	SRR11829260	985	9.71	viral/novel	QPO25405.1	59.2	9.8e-32	gbprot|QPO25405	59.2	3.0e-39	u200165	97.0	Kitrinoviricota	Alsuviricetes	Martellivirales	Endornaviridae	.	.
DRR067272.macro.NODE_6884_length_630_cov_2.000000	DRR067272	630	2.00	viral/novel	YP_008719905.1	59.2	7.6e-30	gbprot|AGY34962	59.2	4.0e-37	u219093	100.0	Kitrinoviricota	Alsuviricetes	Martellivirales	Endornaviridae	.	.
ERR2185310.micro.NODE_1_length_1323_cov_14.293600	ERR2185310	1323	14.3	viral/novel	ADN43901.1	60.2	8.1e-33	gbprot|ADN43901	60.2	1.8e-40	u134029	99.0	Kitrinoviricota	Alsuviricetes	Martellivirales	Endornaviridae	.	.
SRR4021776.micro.NODE_36_length_1083_cov_10.886139	SRR4021776	1083	10.9	viral/novel	AMM45288.1	69.0	6.1e-38	gbprot|AMM45288	69.0	2.9e-46	u73831	100.0	Kitrinoviricota	Alsuviricetes	Martellivirales	Endornaviridae	.	.
ERR2809127.macro.NODE_6091_length_1212_cov_5.446883	ERR2809127	1212	5.45	viral/novel	YP_009010973.1	56.1	1.9e-24	gbprot|AQY10114	56.1	4.9e-31	u24314	62.4	Kitrinoviricota	Alsuviricetes	Martellivirales	Endornaviridae	.	.
